STA,LON,LAT,ASSCM_SC,KAYEN_SC,ASSCM_VS,KAYEN_VS,USGS_VS,HVSR_VS,PWAVE_VS,ARRAY_VS
AQT08,139.594899999999996,-24.797200000000000,D,,270,nan,231,nan,nan,nan
AQTF1,140.632599999999996,-24.564599999999999,CD,,360,nan,229,nan,nan,nan
AQTD5,142.365000000000009,-23.190799999999999,D,,270,nan,273,nan,nan,nan
AQTD1,139.927999999999997,-23.192200000000000,D,,270,nan,224,nan,nan,nan
AQT07,139.579599999999999,-23.842300000000002,BC,,760,nan,275,nan,nan,nan
AQTH5,143.587099999999992,-25.655500000000000,D,,270,nan,309,nan,nan,nan
AQTH1,140.975300000000004,-25.663300000000000,CD,,360,nan,286,nan,nan,nan
AQTG2,141.543299999999988,-25.382899999999999,CD,,360,nan,312,nan,nan,nan
TL08,142.638000000000005,-25.197700000000001,C,,560,nan,382,nan,nan,nan
AQTF3,141.602900000000005,-24.440000000000001,D,,270,nan,251,nan,nan,nan
AQTE2,141.158999999999992,-24.197399999999998,B,,1100,nan,238,nan,nan,nan
AQTE4,142.194700000000012,-24.102799999999998,CD,,360,nan,240,nan,nan,nan
AQTE6,143.403300000000002,-24.090699999999998,D,,270,nan,318,nan,nan,nan
AQTF2,141.309599999999989,-24.695000000000000,B,,1100,nan,269,nan,nan,nan
AQTE5,142.606300000000005,-23.751200000000001,B,,1100,nan,298,nan,nan,nan
AQTF5,142.935499999999990,-24.378299999999999,B,,1100,nan,498,nan,nan,nan
AQTF4,142.503999999999991,-24.737900000000000,B,,1100,nan,301,nan,nan,nan
AQTG3,141.891899999999993,-24.962000000000000,D,,270,nan,255,nan,nan,nan
AQTG5,143.219899999999996,-24.995200000000001,D,,270,nan,255,nan,nan,nan
AQTC4,141.611799999999988,-22.855300000000000,C,,560,nan,313,nan,nan,nan
AQTC2,140.464799999999997,-22.882700000000000,C,,560,nan,277,nan,nan,nan
AQT04,141.910599999999988,-22.237200000000001,CD,,360,nan,336,nan,nan,nan
AQTB4,141.282399999999996,-22.287700000000001,B,,1100,nan,327,nan,nan,nan
AQTC1,139.723999999999990,-22.568700000000000,B,,1100,nan,247,nan,nan,nan
AQTC3,140.917499999999990,-22.717099999999999,D,,270,nan,238,nan,nan,nan
AQTC5,142.302300000000002,-22.626700000000000,B,,1100,nan,455,nan,nan,nan
AQT05,141.046699999999987,-22.713300000000000,CD,,360,nan,300,nan,nan,nan
AQTB6,142.452499999999986,-22.254600000000000,C,,560,nan,352,nan,nan,nan
AQTH2,141.849099999999993,-25.937799999999999,D,,270,nan,221,nan,nan,nan
SB01,139.588699999999989,-25.792300000000001,CD,,360,nan,349,nan,nan,nan
AQT06,139.081099999999992,-22.912600000000001,BC,,760,nan,324,nan,nan,nan
SA04,140.144000000000005,-22.941800000000001,D,,270,nan,230,nan,nan,nan
AQTC6,142.781700000000001,-22.903199999999998,D,,270,nan,225,nan,nan,nan
BL10,133.712719999999990,-21.582699999999999,CD,,360,nan,234,nan,nan,nan
BL08,134.296289999999999,-20.591519999999999,B,,1100,nan,314,nan,nan,nan
BL09,134.025090000000006,-21.114350000000002,BC,,760,nan,250,nan,nan,nan
BL03,136.145839999999993,-19.740570000000002,C,,560,nan,234,nan,nan,nan
BL06,134.045580000000001,-18.873149999999999,D,,270,nan,313,nan,nan,nan
AQTA7,142.434100000000001,-21.345800000000001,D,,270,nan,225,nan,nan,nan
AQTA5,141.408800000000014,-21.347899999999999,D,,270,nan,241,nan,nan,nan
AQTL1,139.174599999999998,-21.365700000000000,CD,,360,nan,235,nan,nan,nan
AQTA3,140.236400000000003,-21.251799999999999,B,,1100,nan,322,nan,nan,nan
AQTL3,141.949700000000007,-20.934000000000001,BC,,760,nan,235,nan,nan,nan
AQTB1,139.500300000000010,-21.973800000000001,CD,,360,nan,249,nan,nan,nan
AQTB3,140.603600000000000,-21.909900000000000,D,,270,nan,239,nan,nan,nan
AQTA4,140.999200000000002,-21.663799999999998,B,,1100,nan,277,nan,nan,nan
AQTA2,139.955399999999997,-21.674099999999999,BC,,760,nan,583,nan,nan,nan
AQTL2,140.852499999999992,-21.133600000000001,D,,270,nan,280,nan,nan,nan
SA03,142.667800000000000,-20.338000000000001,CD,,360,nan,231,nan,nan,nan
AQT03,142.328200000000010,-21.638100000000001,B,,1100,nan,257,nan,nan,nan
SC07,138.329399999999993,-19.369100000000000,CD,,360,nan,237,nan,nan,nan
AQTD8,144.243699999999990,-23.505600000000001,BC,,760,nan,327,nan,nan,nan
AQTE8,144.588999999999999,-24.092099999999999,BC,,760,nan,331,nan,nan,nan
AQTG6,144.059200000000004,-25.325099999999999,C,,560,nan,316,nan,nan,nan
AQTG7,144.461999999999989,-24.981600000000000,C,,560,nan,344,nan,nan,nan
AQTE7,143.828300000000013,-23.752099999999999,D,,270,nan,234,nan,nan,nan
AQTH6,144.449900000000014,-25.934999999999999,CD,,360,nan,237,nan,nan,nan
SA05,144.272300000000001,-23.200500000000002,BC,,760,nan,418,nan,nan,nan
SA06,148.308600000000013,-22.891999999999999,BC,,760,nan,378,nan,nan,nan
SA08,150.892599999999987,-25.708400000000001,B,,1100,nan,501,nan,nan,nan
SC02,134.004500000000007,-14.885700000000000,BC,,760,nan,574,nan,nan,nan
SC05,135.783899999999988,-16.966999999999999,B,,1100,nan,321,nan,nan,nan
SA01,143.180100000000010,-13.958600000000001,BC,,760,nan,412,nan,nan,nan
WS02,118.949500000000000,-26.768100000000000,D,,270,nan,308,nan,nan,nan
CCMH,117.603200000000001,-26.163200000000000,BC,,760,nan,329,nan,nan,nan
CP13,117.184899999999999,-26.389500000000002,D,,270,nan,337,nan,nan,nan
CLMM,116.536000000000001,-26.149999999999999,D,,270,nan,337,nan,nan,nan
SD04,128.988699999999994,-28.510400000000001,D,,270,nan,339,nan,nan,nan
ASR10,135.126599999999996,-33.068199999999997,D,,270,nan,264,nan,nan,nan
ASR09,132.978700000000003,-31.817699999999999,D,,270,nan,293,nan,nan,nan
ASR03,133.003299999999996,-26.947600000000001,D,,270,nan,260,nan,nan,nan
BL20,133.532369999999986,-27.371079999999999,D,,270,nan,231,nan,nan,nan
SD05,133.585100000000011,-29.001300000000001,D,,270,nan,256,nan,nan,nan
ASR01,129.925299999999993,-26.951699999999999,D,,270,nan,242,nan,nan,nan
ASR04,131.080099999999987,-28.550699999999999,D,,270,nan,435,nan,nan,nan
LFD03,142.103800000000007,-36.425100000000000,CD,,360,nan,257,nan,nan,nan
TL20,142.531399999999991,-35.722600000000000,CD,,360,nan,328,nan,nan,nan
LFD04,142.421899999999994,-36.495199999999997,CD,,360,nan,308,nan,nan,nan
S2E2,143.338600000000014,-34.864899999999999,D,,270,nan,309,nan,nan,nan
S2B8,145.067000000000007,-33.491900000000001,D,,270,nan,214,nan,nan,nan
S2D1,140.936499999999995,-33.889400000000002,D,,270,nan,651,nan,nan,nan
S2D2,141.442100000000011,-34.086900000000000,D,,270,nan,233,nan,nan,nan
S2D6,143.996700000000004,-34.541800000000002,D,,270,nan,214,nan,nan,nan
E2A4,147.294600000000003,-30.527999999999999,D,,270,nan,230,nan,nan,nan
E2B4,147.225799999999992,-31.039500000000000,D,,270,nan,223,nan,nan,nan
E2B5,147.833200000000005,-31.051400000000001,D,,270,nan,249,nan,nan,nan
E2C3,146.739299999999986,-31.528300000000002,D,,270,nan,260,nan,nan,nan
E2C5,147.823499999999996,-31.499300000000002,D,,270,nan,222,nan,nan,nan
E2E4,147.286799999999999,-32.445999999999998,D,,270,nan,257,nan,nan,nan
AQTF8,144.981300000000005,-24.715800000000002,D,,270,nan,292,nan,nan,nan
AQTH7,144.823499999999996,-25.601500000000001,D,,270,nan,243,nan,nan,nan
AQTJ5,144.281000000000006,-26.814499999999999,D,,270,nan,221,nan,nan,nan
SB03,140.264999999999986,-28.600200000000001,D,,270,nan,296,nan,nan,nan
AQTJ4,143.806299999999993,-27.152500000000000,C,,560,nan,263,nan,nan,nan
AQTJ3,142.882599999999996,-26.811199999999999,BC,,760,nan,298,nan,nan,nan
MUR04,144.530000000000001,-35.049999999999997,CD,,360,nan,226,nan,nan,nan
S2E4,145.137799999999999,-35.001500000000000,CD,,360,nan,225,nan,nan,nan
S2E5,145.663199999999989,-34.961500000000001,CD,,360,nan,234,nan,nan,nan
SB07,144.507700000000000,-34.657699999999998,CD,,360,nan,225,nan,nan,nan
S2D7,144.481999999999999,-34.481000000000002,CD,,360,nan,218,nan,nan,nan
S2D8,145.121800000000007,-34.456099999999999,CD,,360,nan,247,nan,nan,nan
S2D9,145.588999999999999,-34.390200000000000,CD,,360,nan,232,nan,nan,nan
S2C5,143.917699999999996,-34.115000000000002,CD,,360,nan,233,nan,nan,nan
S2C6,144.487400000000008,-34.009500000000003,CD,,360,nan,225,nan,nan,nan
S2D5,143.412100000000009,-34.414800000000000,CD,,360,nan,220,nan,nan,nan
S2A2,144.514199999999988,-33.081400000000002,CD,,360,nan,235,nan,nan,nan
S2B7,144.497299999999996,-33.574900000000000,CD,,360,nan,213,nan,nan,nan
TL16,144.901700000000005,-31.416699999999999,D,,270,nan,310,nan,nan,nan
E2E0,144.981799999999993,-32.609000000000002,D,,270,nan,225,nan,nan,nan
S2A3,145.046300000000002,-33.016800000000003,CD,,360,nan,234,nan,nan,nan
SB04,145.006100000000004,-29.336700000000000,CD,,360,nan,266,nan,nan,nan
AQTG4,142.828800000000001,-25.373400000000000,D,,270,nan,228,nan,nan,nan
AQTH3,142.137799999999999,-25.620699999999999,D,,270,nan,260,nan,nan,nan
AQTH4,143.114699999999999,-25.967700000000001,D,,270,nan,218,nan,nan,nan
AQTI2,142.133299999999991,-26.603999999999999,D,,270,nan,231,nan,nan,nan
AQTI4,143.384899999999988,-26.520199999999999,D,,270,nan,243,nan,nan,nan
AQTK3,143.027999999999992,-27.308100000000000,D,,270,nan,229,nan,nan,nan
WGBM,150.574999999999989,-33.866000000000000,B,,1100,nan,736,nan,nan,nan
E2A8,149.503700000000009,-30.548500000000001,CD,,360,nan,306,nan,nan,nan
E2A7,148.960399999999993,-30.554900000000000,CD,,360,nan,267,nan,nan,nan
E2B2,146.186700000000002,-31.070399999999999,D,,270,nan,426,nan,nan,nan
E2B8,149.532499999999999,-31.024699999999999,B,,1100,nan,735,nan,nan,nan
E2A2,146.095400000000012,-30.557600000000001,CD,,360,nan,225,nan,nan,nan
E2B9,150.039500000000004,-31.033200000000001,BC,,760,nan,261,nan,nan,nan
E2C9,150.013200000000012,-31.442599999999999,B,,1100,nan,614,nan,nan,nan
E2A5,147.847100000000012,-30.470800000000001,CD,,360,nan,263,nan,nan,nan
E2B6,148.399499999999989,-31.031099999999999,CD,,360,nan,267,nan,nan,nan
E2C6,148.395900000000012,-31.489899999999999,CD,,360,nan,235,nan,nan,nan
E2D9,150.014900000000011,-31.914500000000000,BC,,760,nan,859,nan,nan,nan
E2A1,145.610399999999998,-30.630700000000001,D,,270,nan,293,nan,nan,nan
AQTI7,145.191900000000004,-26.294300000000000,CD,,360,nan,239,nan,nan,nan
AQTI6,144.760300000000001,-26.633500000000002,BC,,760,nan,326,nan,nan,nan
SB10,149.012499999999989,-28.659700000000001,D,,270,nan,264,nan,nan,nan
AQTI8,146.060300000000012,-26.518599999999999,CD,,360,nan,389,nan,nan,nan
AQTJ7,145.622999999999990,-26.838400000000000,CD,,360,nan,341,nan,nan,nan
AQTF7,144.191800000000001,-24.396799999999999,BC,,760,nan,341,nan,nan,nan
AQTG8,145.333100000000002,-25.352399999999999,BC,,760,nan,367,nan,nan,nan
AQTJ8,146.491500000000002,-27.146100000000001,CD,,360,nan,312,nan,nan,nan
AQTH8,145.730300000000000,-25.960300000000000,CD,,360,nan,217,nan,nan,nan
SA07,146.781700000000001,-26.032699999999998,B,,1100,nan,346,nan,nan,nan
CA16,121.439999999999998,-19.369299999999999,CD,,360,nan,229,nan,nan,nan
CA18,121.716999999999999,-18.986300000000000,CD,,360,nan,284,nan,nan,nan
CA19,121.751999999999995,-18.899500000000000,CD,,360,nan,325,nan,nan,nan
CA20,121.929000000000002,-18.709700000000002,CD,,360,nan,313,nan,nan,nan
CA21,122.109999999999999,-18.496500000000001,CD,,360,nan,407,nan,nan,nan
CA26,122.852999999999994,-17.631399999999999,CD,,360,nan,297,nan,nan,nan
CA27,123.040000000000006,-17.685300000000002,CD,,360,nan,250,nan,nan,nan
CA28,123.313000000000002,-17.631100000000000,CD,,360,nan,249,nan,nan,nan
CA29,123.516999999999996,-17.636399999999998,CD,,360,nan,247,nan,nan,nan
CAAN,121.513000000000005,-19.264299999999999,CD,,360,nan,298,nan,516,nan
CAGW,122.454999999999998,-17.850999999999999,CD,,360,nan,324,nan,nan,nan
CP01,120.207499999999996,-20.262499999999999,CD,,360,nan,340,nan,nan,nan
CA10,119.828000000000003,-20.056100000000001,CD,,360,nan,260,nan,nan,nan
CA12,120.498999999999995,-19.887799999999999,CD,,360,nan,257,nan,nan,nan
CA02,123.465999999999994,-22.126400000000000,D,,270,nan,231,nan,nan,nan
CA03,123.123000000000005,-22.044599999999999,D,,270,nan,258,nan,nan,nan
RP07,122.135999999999996,-21.585200000000000,D,,270,nan,257,nan,nan,nan
BL18,133.295050000000003,-26.145900000000001,D,,270,nan,258,nan,nan,nan
BL14,133.367610000000013,-23.929819999999999,B,,1100,nan,357,nan,nan,nan
KA07,124.077720999999997,-18.182199000000001,D,,270,nan,305,nan,nan,nan
CA31,123.771000000000001,-17.350000000000001,D,,270,nan,354,nan,nan,nan
BL05,134.544520000000006,-19.431950000000001,CD,,360,nan,233,nan,nan,nan
BL07,134.330129999999997,-19.921340000000001,CD,,360,nan,323,nan,nan,nan
SC04,133.307500000000005,-16.605499999999999,C,,560,nan,257,nan,nan,nan
BL11,133.489959999999996,-22.152729999999998,CD,,360,nan,248,nan,nan,nan
SC09,136.295299999999997,-22.396899999999999,BC,,760,nan,356,nan,nan,nan
AQTI5,143.928500000000014,-26.318999999999999,D,,270,nan,273,nan,nan,nan
AQTF6,143.831700000000012,-24.704799999999999,B,,1100,nan,235,nan,nan,nan
AQTB5,141.897099999999995,-22.162700000000001,CD,,360,nan,507,nan,nan,nan
AQTB2,140.062099999999987,-22.291399999999999,C,,560,nan,287,nan,nan,nan
AQT02,143.063199999999995,-22.272500000000001,B,,1100,nan,362,nan,nan,nan
AQTA8,143.165500000000009,-21.649500000000000,B,,1100,nan,273,nan,nan,nan
AQTB7,142.785699999999991,-21.931400000000000,B,,1100,nan,331,nan,nan,nan
AQT01,143.811299999999989,-22.917400000000001,B,,1100,nan,286,nan,nan,nan
AQTB8,143.510300000000001,-22.303200000000000,B,,1100,nan,316,nan,nan,nan
AQTC7,143.225200000000001,-22.579599999999999,B,,1100,nan,354,nan,nan,nan
AQTC8,143.811200000000014,-22.917500000000000,B,,1100,nan,287,nan,nan,nan
AQTD6,143.043900000000008,-23.498899999999999,B,,1100,nan,330,nan,nan,nan
AQTD7,143.504099999999994,-23.211200000000002,B,,1100,nan,247,nan,nan,nan
BL04,135.371010000000012,-19.332149999999999,D,,270,nan,205,nan,nan,nan
BL01,137.781509999999997,-19.926349999999999,D,,270,nan,240,nan,nan,nan
BL02,136.954129999999992,-19.871020000000001,D,,270,nan,262,nan,nan,nan
SA02,144.484700000000004,-17.363299999999999,B,,1100,nan,426,nan,nan,nan
WBY08,115.765783299999995,-33.977797219999999,B,,1100,nan,542,212,nan,nan
BT12A,117.398300000000006,-31.999880000000001,D,,270,nan,586,nan,nan,nan
WBX14,118.256974299999996,-33.707730200000000,D,,270,nan,328,702,nan,nan
WBX11,116.954099999999997,-33.630200000000002,C,,560,nan,365,274,nan,nan
WBY07,115.399199999999993,-34.009799999999998,C,,560,nan,456,273,nan,nan
WCA12,117.414599999999993,-34.829900000000002,B,,1100,nan,670,467,nan,nan
WBX13,117.765673899999996,-33.628066310000001,CD,,360,nan,340,317,nan,nan
WBU18,119.839600000000004,-32.388199999999998,D,,270,nan,310,nan,nan,445
ONGER,118.395629999999997,-33.863660000000003,B,,1100,nan,519,nan,861,nan
WBX17,119.354514399999999,-33.605429579999999,CD,,360,nan,324,483,nan,nan
WBU13,117.810670000000002,-32.416530000000002,D,,270,nan,532,270,nan,nan
WBT17,119.400199999999998,-32.023800000000001,C,,560,nan,539,850,nan,nan
WBZ09,116.178299999999993,-34.398499999999999,BC,,760,nan,924,235,nan,nan
WBY13,117.885999900000002,-34.017280599999999,B,,1100,nan,324,351,nan,nan
WBV13,117.767490699999996,-32.756045090000001,CD,,360,nan,463,nan,nan,452
WBX18,119.764594000000002,-33.485162019999997,D,,270,nan,297,763,nan,nan
WBW11,117.030328600000004,-33.284399999999998,B,,1100,nan,435,nan,nan,nan
WCA13,117.842830599999999,-35.026930559999997,D,,270,nan,238,395,nan,nan
WBX12,117.402713899999995,-33.603349999999999,D,,270,nan,421,970,nan,nan
WBX09,116.582014000000001,-33.622724460000001,CD,,360,nan,440,1230,nan,nan
WBX10,116.582014000000001,-33.622724460000001,CD,,360,nan,440,1086,nan,nan
WCA14,118.195933299999993,-34.801416670000002,CD,,360,nan,362,203,nan,nan
WBZ14,118.061041299999999,-34.317807649999999,D,,270,nan,434,354,nan,nan
WBZ12,117.585499999999996,-34.365499999999997,BC,,760,nan,462,nan,nan,nan
WBY10,116.627200000000002,-33.996099999999998,BC,,760,nan,568,nan,nan,375
WBW14,118.073920299999997,-33.171116980000001,CD,,360,nan,634,412,nan,nan
BX10A,116.652900000000002,-33.503670000000000,C,,560,nan,477,nan,nan,455
WBT15,118.528858200000002,-32.033392020000001,D,,270,nan,354,613,nan,nan
WBV15,118.625947199999999,-32.802613890000003,D,,270,nan,239,140,nan,nan
WBY14,118.146234000000007,-34.024740739999999,CD,,360,nan,396,292,nan,nan
WBU14,118.136747200000002,-32.355699999999999,D,,270,nan,456,1297,nan,nan
WBU11,117.008279999999999,-32.379880000000000,B,,1100,nan,603,480,nan,nan
WBX08,116.193899999999999,-33.596600000000002,B,,1100,nan,626,202,nan,nan
WBW15,118.717650000000006,-33.116748149999999,CD,,360,nan,358,415,nan,nan
WBX16,118.995718199999999,-33.633537580000002,CD,,360,nan,458,556,nan,nan
WBY12,117.412999999999997,-34.039000000000001,B,,1100,nan,853,1129,nan,nan
WBY19,120.113600000000005,-33.893889999999999,CD,,360,nan,393,nan,nan,nan
WBW09,116.272440000000003,-33.197679999999998,CD,,360,nan,305,498,nan,nan
WBU17,119.415899999999993,-32.424799999999998,CD,,360,nan,361,nan,nan,576
WBV19,120.194263899999996,-32.796830559999997,D,,270,nan,437,nan,nan,nan
WBW16,118.963792600000005,-33.241585649999998,B,,1100,nan,444,300,nan,nan
WCA10,116.586016700000002,-34.795699999999997,BC,,760,nan,582,373,nan,nan
WBW12,117.289800000000000,-33.194000000000003,B,,1100,nan,568,1047,nan,nan
WBV16,119.039383299999997,-32.795499999999997,BC,,760,nan,436,950,nan,nan
WCA09,116.216999999999999,-34.750000000000000,D,,270,nan,580,437,nan,nan
WBU12,117.428213299999996,-32.362597610000002,CD,,360,nan,391,414,nan,nan
WBW17,119.388762900000003,-33.182857329999997,CD,,360,nan,316,258,nan,nan
WBZ17,119.384849700000004,-34.443704879999999,D,,270,nan,880,1017,nan,nan
WBU15,118.567613899999998,-32.359099999999998,C,,560,nan,493,286,nan,nan
WBV09,116.208600000000004,-32.789700000000003,C,,560,nan,452,nan,nan,nan
WBY15,118.591139200000001,-34.142375240000000,B,,1100,nan,605,227,nan,nan
WBY09,116.139038900000003,-33.961930559999999,B,,1100,nan,608,893,nan,nan
WBV18,119.799999999999997,-32.799999999999997,CD,,360,nan,447,336,nan,nan
WBZ11,116.998800000000003,-34.400799999999997,C,,560,nan,527,278,nan,nan
WBU19,120.171283299999999,-32.390000000000001,D,,270,nan,312,nan,nan,nan
WBV17,119.378330599999998,-32.829483330000002,BC,,760,nan,356,nan,nan,590
AI53,115.016700000000000,-34.081099999999999,CD,,360,nan,607,678,nan,nan
WBZ06,115.118466699999999,-34.299633329999999,CD,,360,nan,907,458,nan,nan
WBZ08,115.784999999999997,-34.403300000000002,C,,560,nan,915,nan,nan,304
WBV12,117.422711100000001,-32.759795949999997,BC,,760,nan,650,nan,nan,415
WBZ16,118.929244600000004,-34.402856749999998,CD,,360,nan,277,272,nan,nan
WBT12,117.500699999999995,-31.981100000000001,CD,,360,nan,699,nan,nan,284
PBS37,115.876099999999994,-31.959499999999998,DE,,180,nan,412,nan,nan,nan
PBS36,115.757900000000006,-31.983200000000000,CD,,360,nan,567,nan,nan,nan
PBS26,115.806899999999999,-32.218200000000003,D,,270,nan,310,nan,nan,nan
PBS42,115.804500000000004,-32.024799999999999,CD,,360,nan,729,nan,nan,nan
PBS08,115.926000000000002,-32.191400000000002,D,,270,nan,235,nan,nan,nan
PBS35,115.893600000000006,-32.047800000000002,DE,,180,nan,323,nan,nan,nan
PBS38,115.998599999999996,-32.087299999999999,D,,270,nan,269,nan,nan,nan
PBS41,115.778499999999994,-32.113999999999997,DE,,180,nan,294,nan,nan,nan
PBS33,115.858999999999995,-32.332200000000000,D,,270,nan,327,nan,nan,nan
BU08A,115.782799999999995,-32.392800000000001,D,,270,nan,235,375,nan,nan
WBU08,115.799949999999995,-32.400599999999997,D,,270,nan,482,nan,nan,nan
PBS06,115.851699999999994,-32.404899999999998,D,,270,nan,354,nan,nan,nan
WBU09,116.199663900000004,-32.403183329999997,C,,560,nan,597,372,nan,nan
WBV08,115.681700000000006,-32.821800000000003,CD,,360,nan,380,160,nan,nan
WBW08,115.843999999999994,-33.008800000000001,CD,,360,nan,234,nan,nan,nan
WBX06,115.058180600000000,-33.645413890000000,CD,,360,nan,695,778,nan,nan
WBV22,121.418633299999996,-32.799413889999997,D,,270,nan,311,nan,nan,nan
WBY23,121.887799999999999,-33.862699999999997,D,,270,nan,442,nan,nan,nan
WBW26,123.006463400000001,-33.175808400000001,B,,1100,nan,353,nan,nan,nan
WBV25,122.597172999999998,-32.795969999999997,D,,270,nan,254,nan,nan,nan
WBX20,120.621047200000007,-33.622516670000003,D,,270,nan,425,nan,nan,nan
WBV21,120.997897199999997,-32.717380560000002,D,,270,nan,395,nan,nan,nan
WBY20,120.540433300000004,-33.867916670000000,D,,270,nan,577,nan,nan,nan
WBY22,121.554580999999999,-33.774949999999997,DE,,180,nan,259,nan,nan,nan
WBW20,120.615733300000002,-33.226399999999998,D,,270,nan,433,nan,nan,nan
WBU21,120.967146299999996,-32.400559299999998,C,,560,nan,427,nan,nan,nan
WBY21,120.948847200000003,-33.810763889999997,D,,270,nan,628,nan,nan,nan
WBX22,121.453472000000005,-33.573028000000001,CD,,360,nan,328,nan,nan,nan
WBX23,121.787697199999997,-33.609163889999998,CD,,360,nan,319,nan,nan,nan
WBX24,122.114647000000005,-33.598350000000003,CD,,360,nan,292,nan,nan,nan
WBX27,123.314883300000005,-33.570247219999999,CD,,360,nan,339,nan,nan,nan
WBY24,122.208266699999996,-33.914913890000001,BC,,760,nan,593,nan,nan,nan
WBY25,122.576949999999997,-33.892899999999997,CD,,360,nan,446,nan,nan,nan
AY52,123.008399999999995,-33.460400000000000,BC,,760,nan,226,nan,nan,nan
WBU23,121.774447199999997,-32.407833330000003,BC,,760,nan,465,nan,nan,nan
WBX25,122.595766999999995,-33.615983000000000,D,,270,nan,510,nan,nan,nan
WBV24,122.199485400000000,-32.798340600000003,BC,,760,nan,454,nan,nan,nan
WBU26,123.000225099999994,-32.401589700000002,D,,270,nan,366,nan,nan,nan
WBY26,123.010630599999999,-33.803966670000001,CD,,360,nan,323,nan,nan,nan
WBT20,120.608788099999998,-32.002842500000000,CD,,360,nan,386,nan,nan,nan
WBJ13,117.748199999999997,-27.993300000000001,D,,270,nan,286,nan,nan,nan
WBL17,119.382381300000006,-28.784310200000000,D,,270,nan,385,nan,nan,nan
WBK08,115.790199999999999,-28.456099999999999,C,,560,nan,364,nan,nan,nan
WBM17,119.408762400000001,-29.220739900000002,D,,270,nan,290,nan,nan,nan
WYKM1,117.598529999999997,-31.260970000000000,B,,1100,nan,571,nan,nan,nan
PBS16,115.662999999999997,-30.913200000000000,CD,,360,nan,913,nan,nan,nan
WBO08,115.819000000000003,-30.053200000000000,CD,,360,nan,465,325,nan,nan
WBP08,115.872000000000000,-30.384499999999999,CD,,360,nan,300,372,nan,nan
WBK15,118.617999999999995,-28.446200000000001,B,,1100,nan,303,nan,nan,nan
WYKM3,117.547839999999994,-31.257180000000002,D,,270,nan,529,nan,nan,nan
WBO15,118.611000000000004,-30.033200000000001,BC,,760,nan,485,521,nan,nan
WBQ16,118.982600000000005,-30.797000000000001,BC,,760,nan,654,1032,nan,nan
WBL10,116.614999999999995,-28.792400000000001,BC,,760,nan,342,nan,nan,nan
WBQ07,115.407766699999996,-30.886199999999999,CD,,360,nan,455,316,nan,nan
PBS19,115.584800000000001,-30.583900000000000,C,,560,nan,659,nan,nan,nan
WYKM5,117.578140000000005,-31.311399999999999,CD,,360,nan,504,nan,nan,nan
WBN17,119.353800000000007,-29.613800000000001,C,,560,nan,304,nan,nan,nan
WBP17,119.367000000000004,-30.504500000000000,D,,270,nan,484,nan,nan,nan
WBO17,119.372600000000006,-30.033799999999999,D,,270,nan,372,nan,nan,nan
WBK05,114.616100000000003,-28.393699999999999,BC,,760,nan,749,nan,nan,nan
PBS24,116.005499999999998,-30.935600000000001,CD,,360,nan,416,nan,nan,nan
AI45,114.998199999999997,-29.988600000000002,E,,140,nan,232,100,nan,nan
WYKM4,117.714100000000002,-31.310900000000000,B,,1100,nan,562,nan,nan,nan
WBS11,117.012097199999999,-31.591799999999999,BC,,760,nan,856,1165,nan,nan
WBQ13,117.782544999999999,-30.798845000000000,B,,1100,nan,454,564,nan,nan
WBS18,119.812299999999993,-31.602900000000002,C,,560,nan,360,371,nan,nan
PBS15,115.684399999999997,-31.002400000000002,CD,,360,nan,236,nan,nan,nan
WBR14,118.249099999999999,-31.186000000000000,D,,270,nan,442,397,nan,nan
WBN07,115.340599999999995,-29.598800000000001,CD,,360,nan,790,nan,nan,nan
WBR09,116.180366699999993,-31.182430560000000,B,,1100,nan,336,391,nan,nan
PBS18,115.614500000000007,-30.695499999999999,B,,1100,nan,607,nan,nan,nan
WBJ15,118.599999999999994,-28.000100000000000,D,,270,nan,283,nan,nan,nan
WBK14,118.175700000000006,-28.374199999999998,D,,270,nan,310,nan,nan,nan
WBL14,118.245994499999995,-28.800892120000000,D,,270,nan,250,357,nan,nan
WBM15,118.601284600000000,-29.201780299999999,D,,270,nan,400,nan,nan,nan
WBN13,117.799083300000007,-29.611283329999999,D,,270,nan,379,153,nan,nan
WBN14,118.059933299999997,-29.607916670000002,D,,270,nan,510,390,nan,nan
WBM06,114.987300000000005,-29.178799999999999,CD,,360,nan,292,nan,nan,nan
WBK11,116.987799999999993,-28.405400000000000,D,,270,nan,351,nan,nan,nan
WBK12,117.386300000000006,-28.363600000000002,D,,270,nan,324,nan,nan,nan
WBQ17,119.433000000000007,-30.862200000000001,D,,270,nan,429,439,nan,nan
WBM16,118.986146099999999,-29.197325500000002,D,,270,nan,384,nan,nan,nan
WBN16,118.965800000000002,-29.624199999999998,C,,560,nan,476,nan,nan,nan
WBP18,119.787300000000002,-30.398599999999998,D,,270,nan,304,604,nan,nan
WBL16,118.982941600000004,-28.810686700000002,CD,,360,nan,530,nan,nan,nan
WBN18,119.777500000000003,-29.594200000000001,D,,270,nan,291,nan,nan,nan
WBN19,120.182192999999998,-29.600337410000002,BC,,760,nan,497,nan,nan,nan
WBN12,117.407916700000001,-29.608783330000001,BC,,760,nan,407,nan,nan,nan
WBL09,116.238500000000002,-28.796299999999999,BC,,760,nan,408,nan,nan,nan
WBL06,114.998199999999997,-28.811499999999999,CD,,360,nan,606,nan,nan,nan
